DateTime,Open,High,Low,Close
20081209 12:00:00.000,2.72780,2.73680,2.71790,2.73000
20081210 00:00:00.000,2.72080,2.72750,2.69320,2.71300
20081210 12:00:00.000,2.71510,2.73220,2.70820,2.71950
20081211 00:00:00.000,2.71910,2.72520,2.71310,2.72050
20081211 12:00:00.000,2.72160,2.72470,2.72010,2.72380
20081212 00:00:00.000,2.72170,2.75686,2.71247,2.73162
20081212 12:00:00.000,2.73207,2.74920,2.72297,2.72840
20081215 00:00:00.000,2.73186,2.74905,2.71420,2.72740
20081215 12:00:00.000,2.70740,2.76240,2.70520,2.75820
20081216 00:00:00.000,2.76170,2.76170,2.73520,2.73960
20081216 12:00:00.000,2.72530,2.72660,2.70520,2.70770
20081217 00:00:00.000,2.69310,2.69730,2.68610,2.69530
20081217 12:00:00.000,2.61980,2.62210,2.61760,2.61870
20081218 00:00:00.000,2.61040,2.62630,2.60850,2.62620
20081218 12:00:00.000,2.58230,2.58430,2.57600,2.57740
20081219 00:00:00.000,2.57810,2.61330,2.56486,2.58612
20081219 12:00:00.000,2.58498,2.61680,2.57328,2.59305
20081222 00:00:00.000,2.59670,2.60110,2.57800,2.57980
20081222 12:00:00.000,2.57170,2.59070,2.56440,2.58560
20081223 00:00:00.000,2.58320,2.59140,2.57720,2.57850
20081223 12:00:00.000,2.58250,2.59950,2.58220,2.59400
20081224 00:00:00.000,2.59360,2.60530,2.58760,2.59050
20081224 12:00:00.000,2.56900,2.57070,2.55260,2.55710
20081225 00:00:00.000,2.55710,2.58460,2.55600,2.56930
20081225 12:00:00.000,2.56710,2.56740,2.55240,2.55240
20081226 00:00:00.000,2.55240,2.57140,2.55045,2.55902
20081226 12:00:00.000,2.55915,2.56214,2.51442,2.52234
20081229 00:00:00.000,2.52706,2.55100,2.52343,2.54010
20081229 12:00:00.000,2.51230,2.51410,2.50090,2.50420
20081230 00:00:00.000,2.49160,2.50500,2.48640,2.50270
20081230 12:00:00.000,2.50310,2.50720,2.49000,2.49190
20081231 00:00:00.000,2.49340,2.50620,2.48130,2.49280
20081231 12:00:00.000,2.52110,2.53980,2.47720,2.52460
20090101 00:00:00.000,2.52620,2.52890,2.49880,2.49880
20090101 12:00:00.000,2.49880,2.49920,2.49460,2.49460
20090102 00:00:00.000,2.52350,2.54003,2.50253,2.50719
20090102 12:00:00.000,2.50638,2.51110,2.46333,2.47755
20090105 00:00:00.000,2.47030,2.47706,2.44900,2.45110
20090105 12:00:00.000,2.48810,2.49740,2.48350,2.48990
20090106 00:00:00.000,2.49490,2.49570,2.48480,2.48910
20090106 12:00:00.000,2.49820,2.50030,2.49610,2.49610
20090107 00:00:00.000,2.49280,2.50140,2.48850,2.50050
20090107 12:00:00.000,2.48450,2.55470,2.48350,2.55390
20090108 00:00:00.000,2.55300,2.57450,2.55110,2.56170
20090108 12:00:00.000,2.56120,2.56200,2.55290,2.55420
20090109 00:00:00.000,2.55560,2.57265,2.55194,2.56585
20090109 12:00:00.000,2.56575,2.59084,2.54802,2.55469
20090112 00:00:00.000,2.55616,2.57770,2.55253,2.56960
20090112 12:00:00.000,2.58570,2.58580,2.56660,2.57940
20090113 00:00:00.000,2.58140,2.63110,2.57870,2.62800
20090113 12:00:00.000,2.61980,2.63410,2.61980,2.62340
20090114 00:00:00.000,2.62100,2.62930,2.61490,2.62030
20090114 12:00:00.000,2.69460,2.69460,2.68840,2.68960
20090115 00:00:00.000,2.69700,2.73410,2.68970,2.72020
20090115 12:00:00.000,2.71860,2.72320,2.71380,2.72160
20090116 00:00:00.000,2.70840,2.73403,2.69401,2.72887
20090116 12:00:00.000,2.72953,2.74100,2.68249,2.69385
20090119 00:00:00.000,2.69406,2.69756,2.68000,2.69360
20090119 12:00:00.000,2.68090,2.68160,2.65430,2.66130
20090120 00:00:00.000,2.68150,2.68530,2.66870,2.66990
20090120 12:00:00.000,2.64840,2.64850,2.64700,2.64830
20090121 00:00:00.000,2.67690,2.68050,2.64090,2.64560
20090121 12:00:00.000,2.64680,2.64830,2.64650,2.64740
20090122 00:00:00.000,2.61270,2.64630,2.61110,2.61950
20090122 12:00:00.000,2.62540,2.63480,2.62430,2.63400
20090123 00:00:00.000,2.62790,2.63600,2.59666,2.61126
20090123 12:00:00.000,2.61071,2.62254,2.57791,2.60841
20090126 00:00:00.000,2.59074,2.59916,2.56527,2.57750
20090126 12:00:00.000,2.65580,2.65580,2.65310,2.65320
20090127 00:00:00.000,2.65230,2.65820,2.63810,2.65710
20090127 12:00:00.000,2.67880,2.67980,2.66290,2.67000
20090128 00:00:00.000,2.67110,2.69070,2.66880,2.68450
20090128 12:00:00.000,2.68120,2.71210,2.67660,2.70990
20090129 00:00:00.000,2.71500,2.73550,2.71030,2.72920
20090129 12:00:00.000,2.76640,2.79160,2.76630,2.78440
20090130 00:00:00.000,2.77760,2.79621,2.77084,2.79189
20090130 12:00:00.000,2.79122,2.85657,2.78634,2.85039
20090202 00:00:00.000,2.84478,2.86200,2.82745,2.84640
20090202 12:00:00.000,2.84940,2.85150,2.81550,2.82550
20090203 00:00:00.000,2.83680,2.83720,2.79080,2.80890
20090203 12:00:00.000,2.81620,2.81700,2.80560,2.81210
20090204 00:00:00.000,2.80880,2.82220,2.80820,2.81370
20090204 12:00:00.000,2.85950,2.86030,2.82840,2.85430
20090205 00:00:00.000,2.85030,2.85170,2.81690,2.82670
20090205 12:00:00.000,2.82350,2.83580,2.82150,2.82810
20090206 00:00:00.000,2.83580,2.85886,2.81295,2.81555
20090206 12:00:00.000,2.81634,2.83287,2.76159,2.77437
20090209 00:00:00.000,2.78484,2.80780,2.77655,2.79010
20090209 12:00:00.000,2.76060,2.76560,2.75790,2.76400
20090210 00:00:00.000,2.76720,2.78940,2.75910,2.78810
20090210 12:00:00.000,2.76880,2.78780,2.76740,2.78100
20090211 00:00:00.000,2.78020,2.78210,2.76320,2.76990
20090211 12:00:00.000,2.73440,2.73890,2.73210,2.73700
20090212 00:00:00.000,2.73840,2.74290,2.72360,2.72600
20090212 12:00:00.000,2.72790,2.72830,2.72570,2.72730
20090213 00:00:00.000,2.73430,2.75682,2.72867,2.75516
20090213 12:00:00.000,2.75626,2.76673,2.72528,2.74106
20090216 00:00:00.000,2.72606,2.74480,2.71862,2.73480
20090216 12:00:00.000,2.74530,2.76150,2.74150,2.75870
20090217 00:00:00.000,2.75650,2.79090,2.74540,2.78980
20090217 12:00:00.000,2.79960,2.80660,2.79000,2.80230
20090218 00:00:00.000,2.80830,2.81030,2.78720,2.78800
20090218 12:00:00.000,2.77500,2.79160,2.77260,2.78800
20090219 00:00:00.000,2.78810,2.79070,2.77980,2.78880
20090219 12:00:00.000,2.78910,2.79730,2.78710,2.79590
20090220 00:00:00.000,2.80910,2.83340,2.79601,2.82789
20090220 12:00:00.000,2.82649,2.83406,2.79719,2.81488
20090223 00:00:00.000,2.81530,2.83560,2.80994,2.82970
20090223 12:00:00.000,2.84340,2.85250,2.83760,2.84820
20090224 00:00:00.000,2.85450,2.86230,2.82740,2.82900
20090224 12:00:00.000,2.84410,2.84450,2.81330,2.81650
20090225 00:00:00.000,2.81650,2.83230,2.81500,2.82380
20090225 12:00:00.000,2.79700,2.79710,2.78150,2.78820
20090226 00:00:00.000,2.79530,2.79550,2.78590,2.79010
20090226 12:00:00.000,2.78590,2.81700,2.78420,2.81500
20090227 00:00:00.000,2.81340,2.82701,2.80980,2.81689
20090227 12:00:00.000,2.81658,2.85919,2.81270,2.85477
20090302 00:00:00.000,2.85335,2.88270,2.84933,2.87890
20090302 12:00:00.000,2.85180,2.85260,2.83300,2.84750
20090303 00:00:00.000,2.85110,2.85110,2.82910,2.83060
20090303 12:00:00.000,2.82040,2.83190,2.81890,2.83030
20090304 00:00:00.000,2.83650,2.83910,2.82430,2.82670
20090304 12:00:00.000,2.82340,2.82460,2.78800,2.79130
20090305 00:00:00.000,2.80990,2.82090,2.80500,2.81980
20090305 12:00:00.000,2.81990,2.83520,2.81260,2.83190
20090306 00:00:00.000,2.83350,2.84264,2.81499,2.83413
20090306 12:00:00.000,2.83272,2.84037,2.79133,2.80092
20090309 00:00:00.000,2.80171,2.80960,2.79392,2.80100
20090309 12:00:00.000,2.79490,2.79870,2.78420,2.79550
20090310 00:00:00.000,2.79610,2.79870,2.77060,2.77220
20090310 12:00:00.000,2.74660,2.74940,2.72220,2.72480
20090311 00:00:00.000,2.72400,2.74100,2.72060,2.73270
20090311 12:00:00.000,2.72770,2.73450,2.69980,2.70640
20090312 00:00:00.000,2.69960,2.70990,2.69850,2.70190
20090312 12:00:00.000,2.69220,2.69240,2.66670,2.67300
20090313 00:00:00.000,2.67420,2.68130,2.66147,2.67691
20090313 12:00:00.000,2.67636,2.68569,2.65527,2.66164
20090316 00:00:00.000,2.66796,2.68070,2.66123,2.67560
20090316 12:00:00.000,2.67180,2.67370,2.64750,2.64990
20090317 00:00:00.000,2.65640,2.66110,2.65100,2.65440
20090317 12:00:00.000,2.65780,2.66170,2.64440,2.64840
20090318 00:00:00.000,2.64660,2.65840,2.64410,2.65020
20090318 12:00:00.000,2.63070,2.64120,2.61190,2.62270
20090319 00:00:00.000,2.62100,2.62930,2.61840,2.62110
20090319 12:00:00.000,2.60760,2.62230,2.60480,2.61000
20090320 00:00:00.000,2.60780,2.60780,2.58373,2.59057
20090320 12:00:00.000,2.59024,2.59797,2.56833,2.58289
20090323 00:00:00.000,2.58162,2.58522,2.56220,2.56440
20090323 12:00:00.000,2.55040,2.55430,2.54360,2.54620
20090324 00:00:00.000,2.54690,2.57510,2.54610,2.57430
20090324 12:00:00.000,2.60530,2.61190,2.60260,2.60760
20090325 00:00:00.000,2.60900,2.62400,2.60720,2.62250
20090325 12:00:00.000,2.57990,2.58060,2.56700,2.57040
20090326 00:00:00.000,2.55630,2.56310,2.52970,2.53090
20090326 12:00:00.000,2.50750,2.51500,2.50150,2.51400
20090327 00:00:00.000,2.50540,2.52256,2.49858,2.51129
20090327 12:00:00.000,2.51212,2.52781,2.49197,2.50407
20090330 00:00:00.000,2.50792,2.53250,2.48758,2.53150
20090330 12:00:00.000,2.51950,2.53480,2.51840,2.53390
20090331 00:00:00.000,2.53230,2.53710,2.50540,2.50690
20090331 12:00:00.000,2.50490,2.51710,2.50290,2.51440
20090401 00:00:00.000,2.55350,2.56850,2.54750,2.56790
20090401 12:00:00.000,2.56320,2.56680,2.53810,2.54730
20090402 00:00:00.000,2.54890,2.56240,2.54690,2.54930
20090402 12:00:00.000,2.53300,2.54870,2.53170,2.54870
20090403 00:00:00.000,2.54470,2.55010,2.49799,2.51819
20090403 12:00:00.000,2.51891,2.56130,2.51600,2.52801
20090406 00:00:00.000,2.52756,2.52873,2.50490,2.51530
20090406 12:00:00.000,2.52020,2.52080,2.50150,2.50840
20090407 00:00:00.000,2.50990,2.52620,2.50750,2.52230
20090407 12:00:00.000,2.53900,2.56430,2.53680,2.56220
20090408 00:00:00.000,2.55780,2.56490,2.55360,2.56290
20090408 12:00:00.000,2.55250,2.55350,2.53640,2.53770
20090409 00:00:00.000,2.53530,2.54130,2.52750,2.53110
20090409 12:00:00.000,2.53130,2.53240,2.50930,2.51520
20090410 00:00:00.000,2.51560,2.51840,2.50469,2.51077
20090410 12:00:00.000,2.50990,2.51643,2.50525,2.50525
20090413 00:00:00.000,2.49060,2.51520,2.48594,2.51080
20090413 12:00:00.000,2.50930,2.52130,2.50270,2.50370
20090414 00:00:00.000,2.50630,2.52050,2.50510,2.51930
20090414 12:00:00.000,2.52850,2.55810,2.52460,2.55270
20090415 00:00:00.000,2.55340,2.57890,2.55180,2.56970
20090415 12:00:00.000,2.58010,2.59340,2.57410,2.57840
20090416 00:00:00.000,2.57610,2.60220,2.57560,2.60180
20090416 12:00:00.000,2.59370,2.61500,2.59330,2.60450
20090417 00:00:00.000,2.60910,2.60910,2.58291,2.58838
20090417 12:00:00.000,2.58866,2.61714,2.57845,2.60174
20090420 00:00:00.000,2.60228,2.60490,2.58910,2.59670
20090420 12:00:00.000,2.59790,2.64300,2.59610,2.63300
20090421 00:00:00.000,2.63100,2.63140,2.61300,2.61410
20090421 12:00:00.000,2.61010,2.61600,2.59610,2.60140
20090422 00:00:00.000,2.60100,2.63290,2.59880,2.62510
20090422 12:00:00.000,2.62650,2.63210,2.58670,2.60770
20090423 00:00:00.000,2.60540,2.61000,2.59920,2.60870
20090423 12:00:00.000,2.60520,2.62410,2.59260,2.61910
20090424 00:00:00.000,2.61730,2.62430,2.57166,2.58163
20090424 12:00:00.000,2.58107,2.59058,2.55268,2.56075
20090427 00:00:00.000,2.57428,2.59305,2.56171,2.58660
20090427 12:00:00.000,2.57400,2.58580,2.57250,2.58350
20090428 00:00:00.000,2.58690,2.63040,2.58620,2.62800
20090428 12:00:00.000,2.61630,2.62040,2.60720,2.61750
20090429 00:00:00.000,2.62290,2.62540,2.59140,2.59320
20090429 12:00:00.000,2.58800,2.59250,2.56080,2.57520
20090430 00:00:00.000,2.60540,2.61960,2.60350,2.60510
20090430 12:00:00.000,2.60610,2.62060,2.60490,2.61700
20090501 00:00:00.000,2.61680,2.62500,2.59313,2.60621
20090501 12:00:00.000,2.60654,2.62603,2.59738,2.61527
20090504 00:00:00.000,2.60519,2.60940,2.59430,2.59510
20090504 12:00:00.000,2.59670,2.61480,2.58980,2.60420
20090505 00:00:00.000,2.60800,2.61010,2.59870,2.60610
20090505 12:00:00.000,2.59350,2.60160,2.59220,2.59610
20090506 00:00:00.000,2.59650,2.60210,2.59540,2.59750
20090506 12:00:00.000,2.59020,2.59050,2.57390,2.58980
20090507 00:00:00.000,2.59180,2.59180,2.54520,2.54550
20090507 12:00:00.000,2.53830,2.54140,2.53660,2.54110
20090508 00:00:00.000,2.53190,2.53580,2.51843,2.52638
20090508 12:00:00.000,2.52642,2.53921,2.50916,2.52067
20090511 00:00:00.000,2.52257,2.52277,2.49030,2.49100
20090511 12:00:00.000,2.50730,2.51960,2.49800,2.51880
20090512 00:00:00.000,2.51780,2.52690,2.51060,2.51230
20090512 12:00:00.000,2.52370,2.52790,2.51480,2.51750
20090513 00:00:00.000,2.52250,2.52950,2.51800,2.51890
20090513 12:00:00.000,2.56420,2.56420,2.55750,2.55770
20090514 00:00:00.000,2.56070,2.56310,2.54570,2.55760
20090514 12:00:00.000,2.55260,2.55330,2.54700,2.55080
20090515 00:00:00.000,2.55150,2.58168,2.54830,2.57512
20090515 12:00:00.000,2.57403,2.59537,2.56892,2.59069
20090518 00:00:00.000,2.58696,2.59485,2.57750,2.58750
20090518 12:00:00.000,2.58750,2.58880,2.57170,2.57570
20090519 00:00:00.000,2.57570,2.58080,2.55830,2.56020
20090519 12:00:00.000,2.56900,2.57340,2.56530,2.56960
20090520 00:00:00.000,2.57340,2.57950,2.56940,2.57600
20090520 12:00:00.000,2.58060,2.60240,2.57790,2.60050
20090521 00:00:00.000,2.60170,2.60670,2.58590,2.59030
20090521 12:00:00.000,2.57840,2.60430,2.57740,2.59980
20090522 00:00:00.000,2.58730,2.59150,2.56322,2.56567
20090522 12:00:00.000,2.56605,2.57118,2.55065,2.56526
20090525 00:00:00.000,2.58254,2.58823,2.56327,2.56670
20090525 12:00:00.000,2.56880,2.57220,2.56130,2.56230
20090526 00:00:00.000,2.56290,2.57510,2.56050,2.57320
20090526 12:00:00.000,2.55110,2.55140,2.54650,2.54890
20090527 00:00:00.000,2.54860,2.57010,2.54740,2.57010
20090527 12:00:00.000,2.59280,2.59850,2.59170,2.59470
20090528 00:00:00.000,2.59800,2.59910,2.56620,2.56740
20090528 12:00:00.000,2.55870,2.56010,2.55350,2.55600
20090529 00:00:00.000,2.55700,2.55790,2.53012,2.54100
20090529 12:00:00.000,2.54075,2.54739,2.51301,2.52887
20090601 00:00:00.000,2.52412,2.53656,2.51672,2.52050
20090601 12:00:00.000,2.51980,2.52830,2.51830,2.52820
20090602 00:00:00.000,2.52890,2.53960,2.52790,2.53470
20090602 12:00:00.000,2.52000,2.52600,2.51510,2.52460
20090603 00:00:00.000,2.52630,2.54080,2.52580,2.54010
20090603 12:00:00.000,2.57900,2.58010,2.57140,2.57250
20090604 00:00:00.000,2.56990,2.58310,2.56330,2.57380
20090604 12:00:00.000,2.55080,2.55190,2.54900,2.55040
20090605 00:00:00.000,2.54990,2.55032,2.50853,2.51149
20090605 12:00:00.000,2.51125,2.55235,2.51065,2.54966
20090608 00:00:00.000,2.54434,2.55271,2.53570,2.53750
20090608 12:00:00.000,2.55880,2.59700,2.55780,2.58500
20090609 00:00:00.000,2.58540,2.59420,2.57730,2.59290
20090609 12:00:00.000,2.59700,2.60430,2.59700,2.60180
20090610 00:00:00.000,2.59880,2.60530,2.58240,2.58390
20090610 12:00:00.000,2.60460,2.60860,2.60350,2.60710
20090611 00:00:00.000,2.61460,2.61650,2.57500,2.57570
20090611 12:00:00.000,2.55990,2.57800,2.55840,2.57660
20090612 00:00:00.000,2.57650,2.57823,2.56628,2.56962
20090612 12:00:00.000,2.56991,2.57517,2.55187,2.55187
20090615 00:00:00.000,2.57222,2.57592,2.55245,2.56850
20090615 12:00:00.000,2.58670,2.58740,2.57930,2.58510
20090616 00:00:00.000,2.58410,2.59250,2.58180,2.59160
20090616 12:00:00.000,2.59160,2.60140,2.58950,2.60020
20090617 00:00:00.000,2.60410,2.60850,2.59940,2.59970
20090617 12:00:00.000,2.58780,2.58930,2.58470,2.58610
20090618 00:00:00.000,2.58680,2.59460,2.58220,2.58290
20090618 12:00:00.000,2.55920,2.56030,2.54350,2.55790
20090619 00:00:00.000,2.56380,2.56380,2.55047,2.56014
20090619 12:00:00.000,2.55952,2.57325,2.55009,2.56382
20090622 00:00:00.000,2.56482,2.58020,2.55993,2.57490
20090622 12:00:00.000,2.58910,2.59860,2.58460,2.59860
20090623 00:00:00.000,2.59710,2.60130,2.59420,2.59730
20090623 12:00:00.000,2.57070,2.57380,2.56690,2.57170
20090624 00:00:00.000,2.57330,2.57690,2.56220,2.56310
20090624 12:00:00.000,2.55380,2.56770,2.55260,2.56310
20090625 00:00:00.000,2.56540,2.57170,2.55880,2.56320
20090625 12:00:00.000,2.53980,2.55030,2.53280,2.53510
20090626 00:00:00.000,2.53640,2.56187,2.52900,2.55984
20090626 12:00:00.000,2.55974,2.56214,2.54433,2.55668
20090629 00:00:00.000,2.55669,2.56060,2.54718,2.55460
20090629 12:00:00.000,2.55320,2.55400,2.54010,2.54370
20090630 00:00:00.000,2.54440,2.55660,2.53640,2.55630
20090630 12:00:00.000,2.54670,2.55000,2.54550,2.54750
20090701 00:00:00.000,2.54670,2.55230,2.54440,2.54820
20090701 12:00:00.000,2.55690,2.57820,2.55610,2.57150
20090702 00:00:00.000,2.57730,2.58050,2.56820,2.57200
20090702 12:00:00.000,2.56910,2.60690,2.56690,2.60570
20090703 00:00:00.000,2.60700,2.60800,2.57955,2.58174
20090703 12:00:00.000,2.58164,2.59315,2.57437,2.58949
20090706 00:00:00.000,2.59834,2.59834,2.58628,2.58870
20090706 12:00:00.000,2.57360,2.57500,2.55480,2.55530
20090707 00:00:00.000,2.55750,2.56040,2.55310,2.55640
20090707 12:00:00.000,2.54620,2.56500,2.54420,2.56430
20090708 00:00:00.000,2.56450,2.56710,2.55500,2.55880
20090708 12:00:00.000,2.55710,2.56870,2.55610,2.56070
20090709 00:00:00.000,2.56680,2.56790,2.55740,2.56530
20090709 12:00:00.000,2.58850,2.59620,2.58800,2.59240
20090710 00:00:00.000,2.59240,2.60104,2.57376,2.60041
20090710 12:00:00.000,2.60014,2.60121,2.57220,2.57947
20090713 00:00:00.000,2.57865,2.58350,2.57300,2.58310
20090713 12:00:00.000,2.58140,2.58220,2.56090,2.56500
20090714 00:00:00.000,2.56580,2.56810,2.56020,2.56650
20090714 12:00:00.000,2.57190,2.57300,2.56070,2.56090
20090715 00:00:00.000,2.54730,2.55310,2.54370,2.55240
20090715 12:00:00.000,2.54680,2.54750,2.52150,2.52750
20090716 00:00:00.000,2.52870,2.53590,2.52720,2.53520
20090716 12:00:00.000,2.54430,2.54860,2.53050,2.53070
20090717 00:00:00.000,2.53420,2.54507,2.52482,2.52738
20090717 12:00:00.000,2.52766,2.54349,2.52336,2.53073
20090720 00:00:00.000,2.53446,2.53517,2.52450,2.52520
20090720 12:00:00.000,2.51960,2.52080,2.51370,2.51510
20090721 00:00:00.000,2.51560,2.52480,2.51300,2.52250
20090721 12:00:00.000,2.50910,2.51650,2.50450,2.50960
20090722 00:00:00.000,2.50190,2.50660,2.49620,2.49730
20090722 12:00:00.000,2.50240,2.50340,2.48700,2.49920
20090723 00:00:00.000,2.50190,2.50220,2.49210,2.49530
20090723 12:00:00.000,2.50020,2.51650,2.49920,2.51560
20090724 00:00:00.000,2.52040,2.52150,2.49974,2.50162
20090724 12:00:00.000,2.50163,2.50706,2.49585,2.50219
20090727 00:00:00.000,2.50370,2.50870,2.49636,2.50370
20090727 12:00:00.000,2.51310,2.51640,2.50890,2.50920
20090728 00:00:00.000,2.50970,2.51630,2.50370,2.50460
20090728 12:00:00.000,2.49770,2.49860,2.49230,2.49610
20090729 00:00:00.000,2.49620,2.50290,2.49400,2.49470
20090729 12:00:00.000,2.49380,2.50060,2.49030,2.49460
20090730 00:00:00.000,2.51220,2.52340,2.51220,2.51830
20090730 12:00:00.000,2.52150,2.53210,2.52070,2.52830
20090731 00:00:00.000,2.53000,2.53110,2.51404,2.52587
20090731 12:00:00.000,2.52676,2.53405,2.51337,2.52305
20090803 00:00:00.000,2.53032,2.53365,2.51916,2.52310
20090803 12:00:00.000,2.52320,2.53980,2.52220,2.53500
20090804 00:00:00.000,2.53280,2.53890,2.53160,2.53610
20090804 12:00:00.000,2.54180,2.54220,2.51180,2.51200
20090805 00:00:00.000,2.51120,2.51870,2.50970,2.51760
20090805 12:00:00.000,2.51940,2.52440,2.51940,2.51970
20090806 00:00:00.000,2.52260,2.53420,2.51940,2.52950
20090806 12:00:00.000,2.52920,2.53000,2.49880,2.50220
20090807 00:00:00.000,2.50390,2.50530,2.48704,2.49141
20090807 12:00:00.000,2.49098,2.49404,2.46723,2.47895
20090810 00:00:00.000,2.49012,2.49032,2.47440,2.47870
20090810 12:00:00.000,2.46600,2.46740,2.43140,2.43260
20090811 00:00:00.000,2.43740,2.44570,2.43400,2.43400
20090811 12:00:00.000,2.46610,2.46900,2.46270,2.46730
20090812 00:00:00.000,2.46750,2.48070,2.46450,2.47970
20090812 12:00:00.000,2.45490,2.45620,2.44590,2.45390
20090813 00:00:00.000,2.45570,2.45950,2.44820,2.45130
20090813 12:00:00.000,2.45070,2.45350,2.43720,2.44070
20090814 00:00:00.000,2.44030,2.44460,2.42521,2.42721
20090814 12:00:00.000,2.42774,2.44433,2.40792,2.43418
20090817 00:00:00.000,2.44406,2.45760,2.43566,2.45500
20090817 12:00:00.000,2.44720,2.44840,2.43710,2.44730
20090818 00:00:00.000,2.44730,2.44800,2.43690,2.43810
20090818 12:00:00.000,2.44990,2.45910,2.44710,2.45330
20090819 00:00:00.000,2.45240,2.45470,2.44790,2.44980
20090819 12:00:00.000,2.44740,2.45480,2.44660,2.45190
20090820 00:00:00.000,2.45200,2.45260,2.44440,2.45110
20090820 12:00:00.000,2.44810,2.44810,2.43400,2.43630
20090821 00:00:00.000,2.43700,2.44612,2.43217,2.43848
20090821 12:00:00.000,2.43866,2.44180,2.40986,2.41705
20090824 00:00:00.000,2.41261,2.41693,2.40440,2.40490
20090824 12:00:00.000,2.40800,2.40880,2.38420,2.39470
20090825 00:00:00.000,2.39580,2.39840,2.39020,2.39300
20090825 12:00:00.000,2.38840,2.38990,2.38450,2.38810
20090826 00:00:00.000,2.38680,2.38930,2.37510,2.37570
20090826 12:00:00.000,2.37200,2.38650,2.37150,2.38320
20090827 00:00:00.000,2.38390,2.38960,2.38120,2.38270
20090827 12:00:00.000,2.38100,2.38150,2.36230,2.36440
20090828 00:00:00.000,2.36460,2.37881,2.36330,2.37732
20090828 12:00:00.000,2.37726,2.38290,2.36816,2.37182
20090831 00:00:00.000,2.37692,2.38010,2.37240,2.37560
20090831 12:00:00.000,2.37180,2.38510,2.37080,2.37640
20090901 00:00:00.000,2.37330,2.37650,2.36630,2.37070
20090901 12:00:00.000,2.37710,2.39440,2.37690,2.39190
20090902 00:00:00.000,2.39220,2.39610,2.38670,2.39230
20090902 12:00:00.000,2.40280,2.41790,2.40240,2.41610
20090903 00:00:00.000,2.41730,2.42070,2.40330,2.40380
20090903 12:00:00.000,2.40920,2.41240,2.40230,2.40810
20090904 00:00:00.000,2.40570,2.40960,2.38844,2.39142
20090904 12:00:00.000,2.39179,2.39755,2.37612,2.38193
20090907 00:00:00.000,2.37962,2.38222,2.37619,2.37830
20090908 00:00:00.000,2.36260,2.36500,2.35920,2.36020
20090908 12:00:00.000,2.37220,2.37880,2.36640,2.36700
20090909 00:00:00.000,2.36850,2.37500,2.36300,2.37350
20090909 12:00:00.000,2.36950,2.37860,2.36800,2.37590
20090910 00:00:00.000,2.37070,2.37840,2.36410,2.37800
20090910 12:00:00.000,2.38020,2.38370,2.36420,2.36430
20090911 00:00:00.000,2.36550,2.37492,2.36260,2.37375
20090911 12:00:00.000,2.37371,2.37529,2.35228,2.35228
20090914 00:00:00.000,2.36316,2.38030,2.35245,2.37250
20090914 12:00:00.000,2.36590,2.37130,2.36230,2.36470
20090915 00:00:00.000,2.36320,2.36960,2.36200,2.36390
20090915 12:00:00.000,2.36730,2.36730,2.33570,2.33630
20090916 00:00:00.000,2.33900,2.33970,2.32480,2.32530
20090916 12:00:00.000,2.31660,2.31670,2.30580,2.30750
20090917 00:00:00.000,2.30900,2.31610,2.30530,2.31520
20090917 12:00:00.000,2.31890,2.32360,2.31370,2.31440
20090918 00:00:00.000,2.31380,2.31830,2.29890,2.30186
20090918 12:00:00.000,2.30178,2.30319,2.28729,2.29156
20090921 00:00:00.000,2.28873,2.29530,2.28512,2.29420
20090921 12:00:00.000,2.29690,2.29890,2.28830,2.29320
20090922 00:00:00.000,2.29310,2.29520,2.25550,2.25600
20090922 12:00:00.000,2.25970,2.27460,2.25870,2.27400
20090923 00:00:00.000,2.27530,2.27600,2.24960,2.25390
20090923 12:00:00.000,2.26370,2.27360,2.26180,2.27150
20090924 00:00:00.000,2.27220,2.27490,2.26400,2.26540
20090924 12:00:00.000,2.24400,2.24400,2.23510,2.24190
20090925 00:00:00.000,2.24280,2.24420,2.21773,2.22665
20090925 12:00:00.000,2.22630,2.23942,2.21380,2.21447
20090928 00:00:00.000,2.22438,2.22438,2.19529,2.22220
20090928 12:00:00.000,2.22170,2.22290,2.20780,2.21650
20090929 00:00:00.000,2.21610,2.21650,2.21070,2.21280
20090929 12:00:00.000,2.22780,2.23510,2.22140,2.23020
20090930 00:00:00.000,2.23020,2.23170,2.21890,2.22980
20090930 12:00:00.000,2.21090,2.21420,2.20840,2.21260
20091001 00:00:00.000,2.21240,2.21510,2.20720,2.21510
20091001 12:00:00.000,2.22300,2.23190,2.22260,2.23050
20091002 00:00:00.000,2.22930,2.23967,2.22160,2.22514
20091002 12:00:00.000,2.22509,2.23431,2.20820,2.22418
20091005 00:00:00.000,2.22123,2.23110,2.21550,2.22100
20091005 12:00:00.000,2.20880,2.21150,2.17810,2.17950
20091006 00:00:00.000,2.18160,2.18680,2.16900,2.17030
20091006 12:00:00.000,2.16990,2.17280,2.16040,2.16410
20091007 00:00:00.000,2.16440,2.16910,2.15210,2.15310
20091007 12:00:00.000,2.15040,2.17570,2.14590,2.16590
20091008 00:00:00.000,2.16540,2.17240,2.15720,2.17060
20091008 12:00:00.000,2.17320,2.17350,2.16000,2.16300
20091009 00:00:00.000,2.16350,2.16876,2.16148,2.16228
20091009 12:00:00.000,2.16267,2.17372,2.15238,2.15595
20091012 00:00:00.000,2.15895,2.17840,2.15550,2.17310
